timestamp_utc,N_obs,trial,role,client_index,t_send_ns,t_recv_ns,latency_ms,status
2026-02-12T05:50:18.379324+00:00,2,30,observer,2,4697184352461562,4697184352551903,0.090341,ok
2026-02-12T05:50:18.379446+00:00,2,31,controller,0,4697184352583686,4697184352649909,0.066223,ok
2026-02-12T05:50:18.379446+00:00,2,31,observer,1,4697184352583686,4697184352657929,0.074243,ok
2026-02-12T05:50:18.379446+00:00,2,31,observer,2,4697184352583686,4697184352673600,0.089914,ok
2026-02-12T05:50:18.379567+00:00,2,32,controller,0,4697184352705240,4697184352771102,0.065862,ok
2026-02-12T05:50:18.379567+00:00,2,32,observer,1,4697184352705240,4697184352778971,0.073731,ok
2026-02-12T05:50:18.379567+00:00,2,32,observer,2,4697184352705240,4697184352794608,0.089368,ok
2026-02-12T05:50:18.379690+00:00,2,33,controller,0,4697184352826994,4697184352894548,0.067554,ok
2026-02-12T05:50:18.379690+00:00,2,33,observer,1,4697184352826994,4697184352902535,0.075541,ok
2026-02-12T05:50:18.379690+00:00,2,33,observer,2,4697184352826994,4697184352918031,0.091037,ok
2026-02-12T05:50:18.379823+00:00,2,34,controller,0,4697184352949977,4697184353024970,0.074993,ok
2026-02-12T05:50:18.379823+00:00,2,34,observer,1,4697184352949977,4697184353042640,0.092663,ok
2026-02-12T05:50:18.379823+00:00,2,34,observer,2,4697184352949977,4697184353050327,0.10035,ok
2026-02-12T05:50:18.379949+00:00,2,35,controller,0,4697184353082420,4697184353152438,0.070018,ok
2026-02-12T05:50:18.379949+00:00,2,35,observer,1,4697184353082420,4697184353160414,0.077994,ok
2026-02-12T05:50:18.379949+00:00,2,35,observer,2,4697184353082420,4697184353176276,0.093856,ok
2026-02-12T05:50:18.380070+00:00,2,36,controller,0,4697184353207925,4697184353274100,0.066175,ok
2026-02-12T05:50:18.380070+00:00,2,36,observer,1,4697184353207925,4697184353282304,0.074379,ok
2026-02-12T05:50:18.380070+00:00,2,36,observer,2,4697184353207925,4697184353297956,0.090031,ok
2026-02-12T05:50:18.380193+00:00,2,37,controller,0,4697184353329502,4697184353397523,0.068021,ok
2026-02-12T05:50:18.380193+00:00,2,37,observer,1,4697184353329502,4697184353405553,0.076051,ok
2026-02-12T05:50:18.380193+00:00,2,37,observer,2,4697184353329502,4697184353421134,0.091632,ok
2026-02-12T05:50:18.380316+00:00,2,38,controller,0,4697184353453068,4697184353519575,0.066507,ok
2026-02-12T05:50:18.380316+00:00,2,38,observer,1,4697184353453068,4697184353527506,0.074438,ok
2026-02-12T05:50:18.380316+00:00,2,38,observer,2,4697184353453068,4697184353543357,0.090289,ok
2026-02-12T05:50:18.380437+00:00,2,39,controller,0,4697184353574991,4697184353640906,0.065915,ok
2026-02-12T05:50:18.380437+00:00,2,39,observer,1,4697184353574991,4697184353648695,0.073704,ok
2026-02-12T05:50:18.380437+00:00,2,39,observer,2,4697184353574991,4697184353664244,0.089253,ok
2026-02-12T05:50:18.380560+00:00,2,40,controller,0,4697184353696031,4697184353762358,0.066327,ok
2026-02-12T05:50:18.380560+00:00,2,40,observer,1,4697184353696031,4697184353770983,0.074952,ok
2026-02-12T05:50:18.380560+00:00,2,40,observer,2,4697184353696031,4697184353787583,0.091552,ok
2026-02-12T05:50:18.380691+00:00,2,41,controller,0,4697184353827528,4697184353894493,0.066965,ok
2026-02-12T05:50:18.380691+00:00,2,41,observer,1,4697184353827528,4697184353902598,0.07507,ok
2026-02-12T05:50:18.380691+00:00,2,41,observer,2,4697184353827528,4697184353918445,0.090917,ok
2026-02-12T05:50:18.380820+00:00,2,42,controller,0,4697184353950225,4697184354023899,0.073674,ok
2026-02-12T05:50:18.380820+00:00,2,42,observer,1,4697184353950225,4697184354032061,0.081836,ok
2026-02-12T05:50:18.380820+00:00,2,42,observer,2,4697184353950225,4697184354047949,0.097724,ok
2026-02-12T05:50:19.679331+00:00,2,43,controller,0,4697184354079755,4697185652497273,1298.417518,ok
2026-02-12T05:50:19.679331+00:00,2,43,observer,1,4697184354079755,4697185652523333,1298.443578,ok
